,overall,reviewTime,reviewerID,style,reviewText,summary,product_id,place,age,gender
1232,3,"03 23, 2016",A2YI41MCJB2QCV,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,P09217,Karnataka,25,female
1233,3,"03 23, 2016",A2YI41MCJB2QCV,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I always get a half size up in my tennis shoes. For some reason these feel to big in the heel area and wide.,I always get a half size up in my tennis ...,P02079,Karnataka,25,female
1234,5,"03 20, 2016",A3ONF0JD2UBP54,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Bright Mango/Crimson/White/Blue'}",Put them on and walked 3 hours with no problem! Love them! So light feeling,Love them! So light feeling,P07818,Kerala,35,male
1235,5,"03 18, 2016",A3R09ZAUTB2PUU,"{'Size:': ' 10.5 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}",excelente,Five Stars,P08187,Punjab,23,female
1236,4,"03 16, 2016",A3P1MRTMU7EH0D,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","The shoes fit well in the arch area. They are a little wider in the toe area of the shoe, you feel like you have a lot of room. This does not make the shoe uncomfortable, just had to get used to it. Love the shoe.",you feel like you have a lot of room,P03940,Gujarat,47,male
1237,5,"03 13, 2016",ATS6HOUGOVX0D,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",Exactly What I Was Looking For,P06650,Delhi,68,female
1238,5,"03 6, 2016",A12AWD9L3DD93E,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I recommend that!,Five Stars,P05507,Kerala,22,male
1239,5,"03 2, 2016",A1D6THAJG4XGSP,"{'Size:': ' 13 D(M) US', 'Color:': ' Cool Grey/Team Orange/White/Platinum'}","My son likes these, and this is the 2nd pair he's worn.","Good shoes, tolerable price.",P03333,Gujarat,32,male
1240,5,"05 16, 2018",A39LISAY8SNHM,"{'Size:': ' 10.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Comfortable,Five Stars,P08396,Madhya Pradesh,51,female
1241,3,"05 15, 2018",A1A8RABZPTD7HL,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Fit fine...did not like color in person,Three Stars,P04368,Rajasthan,59,male
1242,3,"05 15, 2018",A2BM6XH033ZQ3I,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",The shoe is too large. When you do lunges it hurts the heel. The shoe size from a local store is the size I ordered from Amazon however the size or fitting seems to be large,somewhat large fit,P03496,Rajasthan,56,female
1243,5,"05 5, 2018",A2N97FVE233YZ4,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Green Glow/Seaweed - Hasta - White'}",Really great for walking I'm very glad I got these and the color is fun,Five Stars,P07488,Uttar Pradesh,26,male
1244,5,"05 3, 2018",A2YIR9LKJO8W37,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}",Love these shoes. My feet feel so much better. Lots of padding and light enough to run in.,Five Stars,P03496,Madhya Pradesh,38,male
1245,3,"04 30, 2018",A3NAUSUOBMW1XH,"{'Size:': ' 12 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",ok but too big,Three Stars,P07954,Goa,19,male
1246,5,"04 26, 2018",AHZ8GGXF4BCNP,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}",Love these shoes.. they are so comfortable.,Five Stars,P00499,Delhi,36,male
1247,5,"04 24, 2018",A1OWUKMLTHKYG,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","In really like these. I wear between a 9-9.5 womens, I got the 9.5 and they fit perfectly. They are light weight but have good support. I will buy another pair.",Great Shoe,P06819,Madhya Pradesh,31,female
1248,5,"04 22, 2018",A1VH37JYIIHE3F,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Love these shoes!
So stylish and comfortable. Just got back from a trip to NYC, Black and white Nikes and yoga pants are in high fashion right now!",Love these shoes,P03283,Pondicherry,57,male
1249,3,"04 19, 2018",AOZHQ15OKY2ZT,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}","This shoe is JUST OK. Its not as comfortable as I was expecting, compared to my last pair of NIKE shoes. I hope they hold up.",Its not as comfortable as I was expecting,P01737,Maharashtra,68,female
1250,5,"04 18, 2018",A2YZERYQTLB8NG,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Best tennis shoes I've had all my life. Very comfortable out the box. I would buy 10 pairs of these shoes if had the money.,Very Comfortable,P02903,Pondicherry,60,male
1251,5,"04 18, 2018",A2EGVPBTNJI3HB,"{'Size:': ' 7 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",The color pattern and fit is what I liked the most what I liked the least is that they are not easy to clean and stains do not come out very easy or at all,The color pattern and fit is what I liked the most what I liked the least is that ...,P01417,Gujarat,31,female
1252,5,"04 16, 2018",A1B3W4RSJ1CJEO,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}","love these shoes. Workout in them 3-4 times a week at the gym. I do treadmill, stairmaster, cardio classes and weight lifting. lightweight and versatile shoe.",Great shoe for the price!,P00499,Karnataka,69,female
1253,5,"04 15, 2018",A3P9DECTULU1B3,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Great shoe. I've had Nike's before and have always been pleased with the comfort, performance, and quality. Though I will say this was the first time I ordered a pair online without trying them on first, so I was nervous. But this turned out to be a great choice. Breathable, lightweight but sturdy, and comfortable during all my workouts. The built-in arch support is great and I've had no discomfort after 2 weeks of use. As far as the sole thickness and cushioning goes, I would consider these a 'medium' build (not thin, not overly thick) so if you're into heavy running outdoors then take that into consideration. Everyone is different in their preference for cushioning, but I think for light runs on a treadmill they would be sufficient. Love these, highly recommend!",Great shoe!,P04910,Kerala,58,female
1254,3,"04 13, 2018",A353OJ19SEMPT4,"{'Size:': ' 8 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",The material is real then hope they don't fall apart . to expensive for what you get.,Three Stars,P04307,Gujarat,55,male
1255,3,"04 9, 2018",A1CIQ2ULKB933A,"{'Size:': ' 7 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Nice,Three Stars,P08396,Karnataka,53,male
1256,5,"04 9, 2018",A1TFZVGT6J5NYZ,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Gracias,Five Stars,P09217,Tamil Nadu,62,female
1257,5,"04 8, 2018",A2IJJUO99LXIXG,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Love these shoes!! They are true to size and very comfortable!! This is my second pair - I wore out the first pair!! Good arch support - I have a high arch!!,Love these shoes,P09217,Pondicherry,68,female
1258,5,"04 7, 2018",A1CKPC88NHMYGR,"{'Size:': ' 11 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",,Five Stars,P00301,Goa,56,male
1259,5,"04 4, 2018",A1S4O68F0UG4GA,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Great arch support and comfortable.,Great cross trainer,P03333,West Bangal,38,male
1260,4,"04 3, 2018",A8C8Q1GQPYPR3,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",It looks a bit nicer on the picture. Its very light in such a way that when I held the box I wondered if there was just paper filling inside. They are comfortable for the most. Good looking training shoes overall.,They are comfortable for the most but just a bit narrow,P09212,Punjab,33,male
1261,5,"04 3, 2018",A3RHNGQAZWUX01,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",second pair. Comfortable and great for people with bunion issues or previous surgeries.  Sole wears great,staple sneakers,P01497,Maharashtra,65,female
1262,5,"03 31, 2018",A2ILUTAAPPZY79,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",My daughter loves these shoes. Fit true to size.,Great looking shoe,P04368,Maharashtra,29,male
1263,5,"03 28, 2018",A21PLUMLST80EK,"{'Size:': ' 7 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Purchased for my daughter for gym class.  She loves them.  Very cute and very comfortable.,Great shoes.,P04511,Tamil Nadu,29,female
1264,3,"03 27, 2018",A1R9CFF27RIALC,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Great look but zero support inside the shoe. Had to buy expensive inserts to be wearable. Expected more from a nike shoe.,"Style 10/10, Comfort 3/10",P08461,Pondicherry,20,male
1265,5,"03 22, 2018",A3KKVVAINMZF9D,"{'Size:': ' 9 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}","Straight out of the box, these shoes are great! Very lightweight and fits comfortably on my feet like a glove! I love most especially that the sole is not bulky like my previous running shoes  I hated those things lol! I would give them a shot and they are great for the price!",these shoes are great! Very lightweight and fits comfortably on my feet ...,P07488,Sikkim,18,female
1266,5,"03 22, 2018",AHQZL3LSIR57E,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Great shoes. Fit perfectly. Comfortable right from the start. Light weight and perfect for a 12 hour work shift. Good price also.,Great shoes. Fit perfectly,P08461,Assam,16,female
1267,5,"03 21, 2018",A36UF843501J4Y,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",I love them! They fit perfect and are very comfortable!!,Five Stars,P06917,Haryana,22,male
1268,5,"03 20, 2018",AJ74ZOS1UKOBA,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Love these lightweight shoes! Absolute favorite. Always order half a size bigger with nike shoes than with every other shoe in my closet.,Perfect. Lightweight and comfortable all day,P03940,Assam,47,male
1269,5,"03 19, 2018",A3UTTXFSBNV2V7,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",My knees were bothering me during HIIT workouts so i  purchased these shoes after researching many styles.  Fit true to size and are lightweight.  My knees feel better so so hard so good.  They are cute in too!!,My knees feel better so so hard so good,P03691,Tamil Nadu,63,male
1270,5,"03 19, 2018",A2QPBIA0HKEL96,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Love the color!,Five Stars,P08265,Gujarat,22,male
1271,4,"03 17, 2018",AHXQ0PAMEKC0P,"{'Size:': ' 8 D - Wide', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}","Comfortable athletic shoe,  good for the gym (ellipical, tredmill, etc.) Fit is good, and shoe is really lightweight and comfy.","Comfortable, lightweight Xtrainer",P00980,Punjab,48,male
1272,5,"03 13, 2018",A2P6I9PGAVEW6E,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","The shoes fit perfectly and came within the time frame i was given.  Very comfortable, which is needed since my job requires a lot if standing abd walking throughout the day.",Great shoe!,P07423,Kerala,49,male
1273,1,"03 11, 2018",A6CXK8NXD50R2,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Wolf Grey/Platinum/White/Crimson'}",They looked very cheap,Returned...looked cheap,P00301,Gujarat,13,female
1274,5,"03 5, 2018",A39943Z2419XIU,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",The fit is as expected,Fits to size,P03333,Gujarat,12,male
1275,5,"03 2, 2018",A2RZ3T3ECENTMO,"{'Size:': ' 11 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Very comfortable shoes. This is my second pair of this style of shoe because I loved them that much.,Very comfortable shoes. This is my second pair of this ...,P03134,Karnataka,52,male
1276,5,"02 28, 2018",A16BGUHQH20CIP,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Comfortable, consistent each time I order and good looking",Sleek and sporty,P01633,Gujarat,29,male
1277,5,"02 27, 2018",A3O3KF45YVTOGY,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I love the shoe and it fit as expected the photos and description are accurate if you're looking for a shoe that has more cushion or support try a different style but as far as wanting a lightweight and breathable shoe this is it. I am very satisfied with this purchase,I love the shoes and the description and photos were accurate,P06064,Maharashtra,10,male
1278,5,"02 27, 2018",A3TLWN2BRF1QH5,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",These are so cute and comfortable and very light. I just received them today and the fit is perfect. I normally wear an 8 1/2 and they are true to size!,Great fit!,P01845,West Bangal,50,male
1279,5,"02 27, 2018",A2ZGEESHHGFZKL,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I always order a 1/2 size up in workout shoes.,Lightweight,P02254,Assam,67,female
1280,1,"02 25, 2018",AUE82PKEUMKZB,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","I wore these shoe one time, from the airport in Omaha, NE to the airport in Phoenix, AZ. When I arrived in Phoenix, the left shoe/sole started squeaking and won't stop. I want to return for a refund. Need instructions for returning as no paperwork was in my package when it arrived.",Squeaky soles,P04368,Gujarat,55,male
1281,2,"02 25, 2018",A2UVALXRJ35D1A,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",They run big and are super uncomfortable and the soles squeak. They don't breathe at all.,Two Stars,P04725,Tamil Nadu,21,female
1282,5,"02 21, 2018",A3E05IUHHCTRJC,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Exactly what I expected! Comfortable and chic,Comfortable and,P08717,Haryana,62,female
1283,5,"02 20, 2018",A3RNGBSBRJ3YAQ,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",They were a gift  to my daughter she loved them,Their Cute and Pink,P03283,Andhra Pradesh,33,female
1284,5,"02 14, 2018",A13W5DGU9QF721,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}",Love these comfy shoes. they fit like a glove.,Five Stars,P09567,Haryana,17,female
1285,5,"02 14, 2018",A2QRWCN5YR05G9,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Very confortable.,Smooth and confortable.,P06917,Karnataka,52,male
1286,5,"02 12, 2018",A2UALK0MY7S3C2,"{'Size:': ' 8 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}",i love these shoes.,Five Stars,P05385,Assam,66,female
1287,5,"02 1, 2018",A5JF4EQ9MQC78,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Cool Grey/Volt-pure Platinum'}","Lightweight, decent arch support and comfortably to wear all day doing regular activity and sprinting.",decent arch support and comfortably to wear all day doing regular activity and sprinting,P04725,Sikkim,43,male
1288,5,"02 1, 2018",A3VGHF7VNFBMCQ,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",daughter loves them,Five Stars,P03334,Tamil Nadu,69,female
1289,5,"01 29, 2018",A13JGYKUU10QKH,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}","I ordered a 1/2 size smaller than my usual size, and they are perfect. These shoes are hard to find. Great customer service as well.",Good shoes,P03117,Goa,46,female
1290,4,"01 25, 2018",ATHL3S7ZD436V,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Very good overall.
Now Ive been a huge Sketchers Go Walk fan for some time and the only reason I tried these instead of the latest number 4 of those is because the tread looked too slippery to me.
These shoes are very sturdy and the grip of the soles has been very solid so far. I use them for basic workout cardio and cross training, as well as work as a massage therapist (I go through shoes fast enough that Ive recently consolidated).
If you're a Go Walk fan, these do not offer the same level of cushion-comfort as those, HOWEVER, they offer the kind of long-term comfort to make them a durable option.
The material of the shoes seem very durable and the breathable. My feet do not feel hot in them.
Now these shoes are ideal for a basic workout or cross training, I would not get them to do 25,000 steps in Walt Disney World.
Solid choice, overall.",Good shoes,P07488,Delhi,31,male
1291,5,"01 18, 2018",A36T5MSMYI9F3C,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}",Wife loves them!,Five Stars,P09567,Gujarat,13,male
1292,5,"01 11, 2018",ACZAPPQ95QM86,"{'Size:': ' 9 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}","These shoes are extremely comfortable, and fit as expected.  Will purchase again.",Five Stars,P01737,Lakshadweep,21,male
1293,1,"01 10, 2018",A23TE15JI8Q2YQ,"{'Size:': ' 6 B(M) US', 'Color:': ' Racer Blue/Obsidian/Blue Tint'}",Artculo equivocado en color,One Star,P09567,Tamil Nadu,52,male
1294,5,"01 10, 2018",AC5PPX3XLCZN1,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Glad I read the reviews and ordered a half size too big. These are light weight. I worked out in them last night and had a great work out. They are very comfortable. I would recommend these to anyone. I am a Beach Body Coach and these are now my new favorite shoes to work out in. I feel like I am walking in slippers when I wear these shoes. They are so comfortable. I LOVE them so much. I never buy myself anything nice and for Christmas got an Amazon gift card and used it to buy myself these sneakers and they are so awesome. I really do love them and have been telling all my friends about them. GET THESE SHOES!,Glad I read the reviews and ordered a half size ...,P05182,Tamil Nadu,20,female
1295,3,"01 9, 2018",A3U0BBRU2Q85LE,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Blue Tint/Green Glow/Hasta/White'}","On the left shoe, there were two stained yellow spots.",Not in perfect condition,P03451,Rajasthan,40,female
1296,5,"01 8, 2018",A174EEWMHB3J8N,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","I love these, I had the previous iteration (or maybe two earlier?) and finally wore them out after several years. They are definitely a light-weight training shoe so I wouldn't get them if you are going to be doing a lot of running. But this also makes them extremely comfortable, I hadn't realized how hot running shoes made my feet until I switched to these. Good support and my feet stay cool all day, also noticeably light but well-made and long lasting.

I have worn them hiking in a pinch but don't really recommend it because the material is mesh-like and will let a lot of dirt in. But if you mainly take cardio classes and/or do weight training or just need something to wear around town look no further.","Very comfortable, cute, and long-lasting",P04307,Tamil Nadu,40,female
1297,5,"01 8, 2018",A1VXFXHDY4SRI5,"{'Size:': ' 6 B(M) US', 'Color:': ' Pure Platinum/Blue Glow/Wolf Grey'}","Super light-weight, decent arch support (mine is higher than average).  I was pleasantly surprised by the sole/tread on these for my circuit training classes, as I couldn't really tell by online pics.  Also pleasantly surprised that these ran ever so slightly bigger than Nike running shoes I use to wear 15+years ago - I always wore one to 1.5 sizes larger in their ""Hurache's""/running shoes, so I was really worried my size 6 would be too small - there is actually more toe room in these shoes than any other size 6 shoe I own (athletic, heel, boot).  But it is the correct amount of room from big toe to edge of shoe for me (an inch or less, I don't want my big toe being jammed into edge of shoe when lunging, jumping, etc.).  Shoes arrived with an odd yellowish color on side of one shoe, but no damage to box, paper lining etc - I was happy that a clorox wipe easily cleaned the shoe and did not discolor any further.  I am very happy and highly recommend, although I have only worked out it once!","Super light-weight, nice tread and arch support - love them so far!",P03691,Rajasthan,63,female
1298,5,"01 7, 2018",A1FQAVH5JBSV6A,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",I Love it. It is very light and the color is great.,Five Stars,P02254,Maharashtra,36,female
1299,5,"12 29, 2017",A2GBBOXDACUA6,"{'Size:': ' 8.5 W US', 'Color:': ' Cool Grey / Volt - Wolf Grey - Pure Platinum'}","My wife loves these shoes. We have both been wearing sketchers and new balance for several years and recently we have both purchased Nike. There is a reason why Nike is still number 1 after all these years, you just cant beat their comfort.",My wife loves these shoes. We have both been ...,P08461,Sikkim,62,male
1300,5,"12 28, 2017",A2LZMWZ1CM4PF3,"{'Size:': ' 8 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}","Absolutly love these shoes!! Beautiful color, comfy, and lightweight",New Favorite Shoes,P01903,Punjab,64,female
1301,2,"12 17, 2017",A1UVWOQTPDSYGY,"{'Size:': ' 11 B(M) US', 'Color:': ' Cool Grey/Volt/Pure Platinum'}","I **loved** these shoes when I got them. I've noticed that the foam inside tends to compress during a workout, though. I'll lace them tightly enough that they're nearly cutting off my circulation. 20 minutes later, I'm sliding out of them while doing sled pushes.",Foam compresses,P00301,Assam,62,female
1302,5,"12 17, 2017",A18530DRJJ0QAF,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",She loves them,Five Stars,P09183,Uttar Pradesh,49,male
1303,3,"12 5, 2017",A2LSGH30A8AN2Y,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}","These are a bit longer than they should be. I usually wear a 9 but could have easily ordered a 8.5. The width is accurate.

The pink is even pinker than shown and the light gray is over the very bright pink so it isn't as gray as shown in the picture. It makes the shoe a bit overwhelming. Also two grommets on each shoe is dark. I'm not referring to the dark grommets closer to the toe as shown in the photo, I'm talking about two grommets up at the top of of the laces (opposite side of side shown in photo). I thought it was faulty at first until I noticed they were on the same side of each shoe. Kind of odd and not pictured.

Overall, they are very comfortable shoes which is why I am keeping them...even if you can see me coming from a mile away.",I usually wear a 9 but could have easily ordered a 8,P07818,Andhra Pradesh,55,female
1304,5,"12 5, 2017",A1LKTJ6HKH077C,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",great,Five Stars,P00230,Karnataka,48,female
1305,5,"12 4, 2017",A1DX2WRQ2ZHAEK,"{'Size:': ' 6.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",c,Five Stars,P04511,Haryana,66,male
1306,5,"11 30, 2017",A2PWOO618R3IKJ,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Love them!,Five Stars,P03451,Rajasthan,45,male
1307,3,"11 30, 2017",AERFS3FMQJJ9L,"{'Size:': ' 9 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","Very nice shoe, just a bit to snug/small for my foot. The Flex wire really makes it the shoe fit tight to your foot. I need more ""wiggle"" room in my footwear, otherwise I would have kept them.",Fits snug,P04511,Punjab,51,male
1308,3,"11 28, 2017",A22FYN2DKXSWS0,"{'Size:': ' 6 B(M) US', 'Color:': ' black'}","Not sure why, but my mid section of my foot starts to hurt using these shoes for a long day or a tough workout at the gym. I've owned other nike shoes of this line but that never happened to me.","Not sure why, but my mid section of my ...",P03333,Goa,11,female
1309,4,"11 28, 2017",A22WH1BPQH7XJD,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",My New Gym shoes! Love them,Love,P03117,Gujarat,60,male
1310,5,"11 27, 2017",A3OP70LPLALBKN,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",Perfect!,Five Stars,P08396,Goa,43,male
1311,5,"11 27, 2017",A3OP70LPLALBKN,"{'Size:': ' 9 B(M) US', 'Color:': ' Energy/Mtlc Silver/Black'}",Perfect!,Five Stars,P02903,Goa,43,male
1312,1,"11 19, 2017",A1BN6I0B2OF7WB,"{'Size:': ' 8 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",I usually wear a size 8 and they fit fine. These are way too narrow. Thought they might stretch out but they didnt. Had to give away.,TOO NARROW!,P01000,Madhya Pradesh,62,male
1313,5,"11 14, 2017",A2PYQN4T4LV0NP,"{'Size:': ' 9 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}","Great shoe! Outside arch is kind of high, but I'm still breaking them in. So I'm sure that will work it's way out. I originally ordered a 9, my regular size, and it was a tad too big. Returned and ordered an 8.5 and it fits perfect!",Consider sizing down 1 size,P04413,Tamil Nadu,63,male
1314,4,"11 11, 2017",A14LN0R1PQA5WI,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Ocean Fog/Blue Grey/Mango'}",I had to return the first pair and buy a 1/2 size smaller.  First time I've had to buy smaller for Nike.,Seem to Run Big,P00499,Delhi,38,male
1315,5,"11 10, 2017",A35U6TP5276HMD,"{'Size:': ' 10 B(M) US', 'Color:': ' Cool Grey/Pure Platinum/White/Volt'}",Fit comfortable,Five Stars,P02326,Uttar Pradesh,63,female
1316,5,"11 9, 2017",AKZNLII88A0KO,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}","My favorite running shoes!  The wall of the shoe is very thin, which makes them very comfortable to wear if your feet swell as you run.  I would not recommend for use on concrete or a treadmill, as there isn't very much impact absorption, but they are perfect for trail running!",Perfect for trails,P00980,Maharashtra,23,female
1317,4,"11 7, 2017",A3PZ1TJ71WPLXV,"{'Size:': ' 9 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Nice fit,Four Stars,P09567,Assam,51,male
1318,2,"11 5, 2017",A3M69Q5SNV7U0X,"{'Size:': ' 7 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}","I bought these for gym training - weight class and dance class (body jam, Zumba) - and really wanted to like them, since I loved the color and the light weight feel. But when I worked out high impact, my toes tingled, went numb and cramped because the toe bed is very narrow. Also, there wasn't enough cushion for me. When doing lunges, the ball of my feet hurt. Can't return them because I wore them several times. These might be fine for someone with a narrow foot.","Zumba) - and really wanted to like them, since I loved the color and the ...",P08749,West Bangal,11,male
1319,5,"11 4, 2017",A2GOOFFNUI20XI,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}","They fit perfect, extremely comfortable",Five Stars,P02079,Delhi,51,male
1320,3,"11 4, 2017",A10Z8PKPUJ7YHO,"{'Size:': ' 9.5 B(M) US', 'Color:': ' Black/Green Glow-blue Glow-white'}",No arch support but l love the colors!,Three Stars,P01633,Madhya Pradesh,36,female
1321,4,"11 3, 2017",AHFAVT1MUB29W,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Shoe was somewhat large,Size problem,P07818,Sikkim,58,female
1322,5,"11 2, 2017",A10X6EMVZGVX9E,"{'Size:': ' 8.5 B(M) US', 'Color:': ' Hyper Jade/Mtlc Silver/Hyper Turq'}",love them!,Five Stars,P09183,Punjab,45,male
1323,4,"10 31, 2017",A3JPU96NVWGUF5,"{'Size:': ' 8 B(M) US', 'Color:': ' Grey'}","This is a great shoe for in gym workouts. I did take a 10 mile hike and had a blister on my pinky, but other than that these are very comfortable shoes!","True to size, would recommend",P09212,Madhya Pradesh,41,male
1324,5,"10 29, 2017",A2620Z0QR2OFYC,"{'Size:': ' 7.5 B(M) US', 'Color:': ' Wolf Grey/Black-pink Blast/White'}",Comfortable and light,Best birthday present,P09194,Maharashtra,29,female
1325,5,"10 26, 2017",A312BTXKFHK927,"{'Size:': ' 10 B(M) US', 'Color:': ' Black/White/Anthracite/Stealth'}",Purchased these for my wife as she has a similar pair that is wearing out.  She has feet are difficult to fit and these fit perfectly without pressure on sensitive portions of her feet.,Purchased these for my wife as she has a similar ...,P04307,Gujarat,19,female
